"name","lat","lon","A_in_2km","competitor_groups_2km","comp_stores_2km","is_competing_shoken","is_concern","category"
"ツルハドラッグ松前調剤薬局",41.4256478,140.0852915,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",40.5849561,140.5001305,2,18,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.511837,141.4952582,10,12,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5171947,141.4874305,7,9,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 八戸市民病院前店",40.4949474,141.5143701,8,9,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 八戸江陽店",40.5234789,141.5019837,4,9,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 八戸小中野店",40.519107,141.5127798,7,11,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 八戸諏訪店",40.5080282,141.5122189,10,15,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5372358,141.4891921,2,6,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5343046,141.4774109,3,9,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 福地南部店",40.467742200000004,141.38808,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 三戸店",40.3972486,141.2631967,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2309986,140.3835643,2,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 野辺地店",40.8636003,141.1266209,1,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.514151,141.5354577,4,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 十和田店",40.6126826,141.2004666,6,17,20,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6212889,141.212025,4,17,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6075162,141.2211544,3,19,22,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.7972608,140.7622215,6,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8088148,140.7347398,11,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8390809,140.7191252,4,10,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8325747,140.711706,4,17,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 八戸大杉平店",40.5008151,141.4816354,5,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.589518,140.4558015,6,17,22,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2485617,140.5750727,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",41.293668,141.2068304,3,14,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8000205,140.4559208,3,17,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.510874,141.4741417,6,9,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5915894,140.5669716,1,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.582259,140.4757072,3,20,28,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2872797,140.5833731,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.4883212,141.509103,7,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5758371,140.4932266,1,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6009608,140.4794281,6,29,36,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6743099,141.372593,4,19,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6884387,141.3888404,2,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8020951,140.4612646,3,17,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5076344,141.5437013,4,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.5964173,140.4985986,3,29,31,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6025935,140.5063918,2,18,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.828807,140.7537777,7,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8303826,140.7692647,10,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2741621,140.5381375,2,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2009697,140.7932907,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",40.2079992,140.234419,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",40.6154583,140.4899073,4,25,26,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2627748,140.7688879,2,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"ツルハドラッグ",40.6198777,140.4587919,2,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8087849,140.4424159,1,13,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.29629,140.5593387,1,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 青森新城店",40.8283415,140.6759884,2,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.7061455,140.4554109,1,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.783967,140.4622329,2,13,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8095384,140.4596649,1,16,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.6462872,140.6019753,1,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8020487,140.4013496,4,6,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.7205295,140.589408,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8089167,140.7707009,16,14,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.8125863,140.7823199,10,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2270491,140.0247882,2,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",40.2823836,140.5551776,2,13,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 西郷店",37.1394431,140.1526457,0,2,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 白河西店",37.1290616,140.1921818,2,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",37.1152386,140.2000617,0,14,14,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 古河諸川店",36.2021264,139.8078499,3,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5594036,139.7658981,2,15,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 宇都宮徳次郎店",36.6450926,139.845933,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 日光板橋店",36.685211,139.7236318,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 新栃木店",36.3925744,139.7369288,3,13,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ黒磯豊浦北町店",36.9779073,140.0409097,4,16,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 日光鬼怒川店",36.8134805,139.7115694,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.81309,139.7112557,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.5551306,139.7465601,1,13,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5442635,139.879128,4,20,23,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5367371,140.0855632,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.5430126,139.9038117,5,11,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5510259,139.9275792,1,8,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.7494909,139.5780497,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ宇都宮東峰町店",36.5405188,139.918765,2,13,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ宇都宮簗瀬店",36.5536324,139.8913084,5,16,22,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.6068266,139.8574724,0,4,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.60599,139.8464158,0,3,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.5908519,139.8230322,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりの福太郎",35.8280891,139.9058564,1,7,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8129475,139.9126508,3,5,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.0068586,140.1641955,0,10,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.0868106,140.0850357,6,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.1535743,140.522692,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7632461,139.9979298,3,11,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7798633,139.9999114,3,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8040203,139.9494269,4,8,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7797886,139.9983407,3,7,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7743621,139.9998468,3,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.4741085,140.3888557,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",35.7655546,139.7276053,5,12,22,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ水海道栄町店",36.0186331,139.9889297,2,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.7844514,139.7827399,5,9,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ土浦生田町店",36.0840539,140.1892201,6,18,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8025743,139.9454994,4,9,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.9965315,140.0348905,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7622606,140.0000212,5,10,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7772521,139.8317612,8,12,30,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8874249,139.9469787,2,17,23,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.7692702,139.8260325,7,14,30,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.7593619,139.8435646,6,13,28,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7702809,139.8681231,4,12,20,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7429261,139.8842506,1,3,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3816632,140.4172052,3,16,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3111246,140.4405901,2,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎 松戸小山店",35.7738957,139.8916985,3,12,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3522238,140.4828201,5,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 土浦小松店",36.0725832,140.2036014,3,15,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7584692,140.0129382,5,11,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8722359,140.0117373,1,8,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8025809,139.9310769,1,7,28,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8368329,139.9000414,2,10,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5329536,140.5290863,2,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8193601,139.9737801,5,5,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.7705909,139.946542,1,6,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8753515,139.9877062,3,8,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8630179,139.9691012,4,10,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3305298,140.3202452,2,12,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.7758041,140.7320368,3,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.8238692,139.9842742,3,2,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5118686,140.6297498,0,4,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりの福太郎",35.7432324,139.9516879,2,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.4676967,140.5748749,5,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3605294,140.4769371,7,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3557535,140.4527526,4,9,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎天王台北口店",35.8729483,140.0398487,1,6,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.2516284,140.2937841,2,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"ツルハドラッグ",36.3265387,140.414203,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ水海道宝町店",36.021216,139.9904548,2,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.4021768,140.4310481,3,3,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3735996,140.3542374,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3753572,140.4371267,4,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3417783,140.4679923,7,11,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.5780577,140.6480301,0,6,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.5987232,140.6461094,1,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.8419667,140.7818633,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.9083635,140.7719339,1,6,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.9210651,140.78125,1,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3974756,140.5082929,1,5,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3860952,140.5294707,2,9,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3895365,140.4469999,3,4,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3387855,140.5297167,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",36.3540844,140.4445128,3,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",36.3975424,140.5514947,5,12,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりの福太郎",35.9259814,139.8922535,0,9,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",35.6083914,138.5437868,2,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.6414611,138.6270827,0,15,15,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂スーパードラッグストア静岡鷹匠店",34.9765527,138.3893311,15,7,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7453888,137.718431,0,7,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7545627,137.7314835,0,8,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7351741,137.7654108,1,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局姫街道店",34.772134,137.708844,4,13,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア",34.8164376,137.6787447,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局　於呂店",34.8476301,137.805187,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局天王店",34.7337594,137.7708134,1,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 向宿店",34.7041886,137.7512073,3,12,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 芳川店",34.6846461,137.7661608,2,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局",34.7887808,137.7762366,2,13,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 ドラッグストア浜北店",34.8093248,137.8014574,2,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局ドラッグストア",34.7262242,137.8189939,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局",34.8466111,137.8107493,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局",34.7062537,137.7284165,2,9,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.8931406,138.2638649,2,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア",34.84492,138.2313375,3,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7042576,137.7321567,2,12,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.648436,138.5814,0,13,13,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",35.0084544,138.4254963,6,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア",34.8065098,137.6527104,1,0,0,TRUE,TRUE,"懸念:独占化(結合後の競争者0)"
"杏林堂薬局",34.7922095,137.6888063,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7876172,138.0283017,2,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7754582,137.9125492,1,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"杏林堂薬局",34.7624844,138.017153,1,12,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.9763391,138.3519795,7,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7161018,137.7740948,0,9,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",35.5641418,138.4946973,2,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"ツルハドラッグ",35.6422581,138.5591204,0,16,16,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",35.6406387,138.5178538,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.6238495,138.5244819,3,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.6350687,138.5701096,1,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.9987009,138.5155347,1,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7557834,138.0904081,3,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア",35.0105161,138.3732146,6,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"杏林堂",34.7794282,137.9804267,0,9,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.9605046,138.4122232,4,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.6026643,137.8982995,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局 袋井旭町店",34.7531299,137.9207217,1,8,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂吉田店",34.7890487,138.2476172,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.8413583,138.2564861,4,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.8602319,137.8156287,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.6785556,137.7362766,0,10,12,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7082025,137.7239363,1,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ",35.482572,138.803615,2,14,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7443058,137.6593338,1,0,0,TRUE,TRUE,"懸念:独占化(結合後の競争者0)"
"杏林堂",34.697045,137.6840101,3,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.6975037,137.7002614,3,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂 静岡千代田店",35.0002359,138.4074076,6,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.6989135,137.6644323,2,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7028855,137.7576826,3,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア",35.1834108,138.6565437,3,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7822774,137.754678,1,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局ドラッグストア富塚店",34.7205736,137.701607,0,7,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7076749,137.5503968,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ",35.5417838,138.8952567,1,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"杏林堂",34.7223628,137.7172398,0,7,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局",34.7135531,137.5451636,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂小笠店",34.7016887,138.0944363,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 浜岡店",34.6356551,138.1306447,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 高丘東店",34.7593649,137.715164,4,14,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 聖隷住吉病院前店",34.7306028,137.7241239,0,5,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂薬局　新津店",34.7214867,137.7421291,1,3,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 和合店",34.7394317,137.7037965,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7021487,137.6834615,3,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂薬局 浜松医科大学附属病院前店",34.7709523,137.7454754,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.834947,138.1572695,3,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.8461782,138.3119618,12,13,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.6835251,137.6211252,0,2,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7156442,137.7027659,1,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.6937525,137.6783059,2,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7055759,137.7078462,3,13,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",35.2183253,138.6105169,8,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.6974621,137.7003542,3,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7270974,137.6885045,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.6864937,137.7318954,1,15,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.8002911,137.7132675,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂",34.7899149,137.7779641,2,13,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7728564,137.724614,5,11,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂",34.7552921,137.7521461,2,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア",35.16265,138.6718832,8,16,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ドラッグストアウェルネス　西伯店",35.3562181,133.3300485,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス",35.4507095,133.335889,1,20,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ドラッグストアウェルネス倉吉南店",35.4347934,133.8192937,0,8,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 吉成店",35.4815135,134.2273515,2,22,26,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 国府店",35.4824067,134.2542766,0,6,9,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス薬局",35.0637567,134.0016652,0,11,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ドラッグストアウェルネス淀江店",35.4510257,133.4129468,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ドラッグストア ウェルネス 桜谷店",35.4688274,134.2452798,0,5,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス",35.4429275,133.3351881,1,23,25,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ドラッグストア ウェルネス青谷店",35.5164545,133.9980831,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
